arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
24,13.000000,262144,123555928.363279
24,15.300000,32768,157408597.414450
24,19.700000,4096,219199532.233668
24,32.300000,512,359813984.335630
24,90.000000,18,503683859.401077
24,90.000000,27,485433940.345828
24,90.000000,36,465410115.355999
