arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
30,13.000000,262144,98723913.023330
30,15.300000,32768,135544966.032019
30,19.700000,4096,197555951.089135
30,32.300000,512,339534426.846928
30,90.000000,18,480061493.601478
30,90.000000,27,462788019.014767
30,90.000000,36,444107870.209167
