arrival_rate,bp_parameter_L,bp_parameter_H,RMLF_L2_norm_flow_time
34,13.000000,262144,87639369.008175
34,15.300000,32768,120557335.539605
34,19.700000,4096,179550899.230943
34,32.300000,512,317941901.749790
34,90.000000,18,464972665.595812
34,90.000000,27,448509651.323054
34,90.000000,36,427475158.406444
