mean_inter_arrival_time,L2_norm_flow_time
20.0,345541999.5510256
22.0,337990945.6947684
24.0,330944180.3683883
26.0,323624329.21963084
28.0,316129434.5617886
30.0,307957040.51580805
32.0,300434507.1698146
34.0,292861090.1886825
36.0,285351160.8318523
38.0,277766798.59874177
40.0,271008485.357224
