mean_inter_arrival_time,L2_norm_flow_time
20.0,9320902.353688622
22.0,8553661.9907895
24.0,7737689.073518701
26.0,6538537.246843641
28.0,4521655.955543479
30.0,1664199.6554646404
32.0,217754.72619017996
34.0,112588.60692133999
36.0,79248.29930445999
38.0,51554.99783546
40.0,53185.78691594
