coherence_time,L2_norm_flow_time
2,118910421.74006231
4,143000150.5714171
8,162012392.0795552
16,172110237.240119
32,160364345.7515566
64,135643605.3399648
128,137253244.2502689
256,95504365.07315041
512,130250408.93774979
1024,98838479.87120791
2048,143704394.9358868
4096,55027345.2422926
8192,268638639.537166
16384,168316867.04176313
32768,116996189.72344962
65536,196940663.2348835
