frequency,Dynamic_BAL_njobs200_mode0_L2_norm_flow_time,Dynamic_BAL_njobs200_mode1_L2_norm_flow_time,Dynamic_BAL_njobs200_mode2_L2_norm_flow_time,Dynamic_BAL_njobs200_mode4_L2_norm_flow_time,Dynamic_BAL_njobs200_mode8_L2_norm_flow_time,Dynamic_BAL_njobs200_mode16_L2_norm_flow_time,Dynamic_BAL_njobs200_mode0_maximum_flow_time,Dynamic_BAL_njobs200_mode1_maximum_flow_time,Dynamic_BAL_njobs200_mode2_maximum_flow_time,Dynamic_BAL_njobs200_mode4_maximum_flow_time,Dynamic_BAL_njobs200_mode8_maximum_flow_time,Dynamic_BAL_njobs200_mode16_maximum_flow_time
4,487514.036372,487514.036372,487514.036372,487514.036372,487514.036372,487514.036372,9310.000000,9310.000000,9310.000000,9310.000000,9310.000000,9310.000000
8192,381151.372798,381151.372798,381151.372798,381151.372798,381151.372798,381151.372798,10950.000000,10950.000000,10950.000000,10950.000000,10950.000000,10950.000000
16,545300.468319,545300.468319,545300.468319,545300.468319,545300.468319,545300.468319,10315.000000,10315.000000,10315.000000,10315.000000,10315.000000,10315.000000
2,587231.717143,587231.717143,587231.717143,587231.717143,587231.717143,587231.717143,9959.000000,9959.000000,9959.000000,9959.000000,9959.000000,9959.000000
64,897006.200867,897006.200867,897006.200867,897006.200867,897006.200867,897006.200867,17009.000000,17009.000000,17009.000000,17009.000000,17009.000000,17009.000000
8,564460.670541,564460.670541,564460.670541,564460.670541,564460.670541,564460.670541,8157.000000,8157.000000,8157.000000,8157.000000,8157.000000,8157.000000
32,711826.659725,711826.659725,711826.659725,711826.659725,711826.659725,711826.659725,10928.000000,10928.000000,10928.000000,10928.000000,10928.000000,10928.000000
256,1054696.674714,1054696.674714,1054696.674714,1054696.674714,1054696.674714,1054696.674714,20666.000000,20666.000000,20666.000000,20666.000000,20666.000000,20666.000000
2048,1089834.012198,1089834.012198,1089834.012198,1089834.012198,1089834.012198,1089834.012198,18338.000000,18338.000000,18338.000000,18338.000000,18338.000000,18338.000000
1024,1527979.020016,1527979.020016,1527979.020016,1527979.020016,1527979.020016,1527979.020016,26052.000000,26052.000000,26052.000000,26052.000000,26052.000000,26052.000000
128,1306687.968111,1306687.968111,1306687.968111,1306687.968111,1306687.968111,1306687.968111,21698.000000,21698.000000,21698.000000,21698.000000,21698.000000,21698.000000
512,1352087.645786,1352087.645786,1352087.645786,1352087.645786,1352087.645786,1352087.645786,20794.000000,20794.000000,20794.000000,20794.000000,20794.000000,20794.000000
32768,2199404.206122,2199404.206122,2199404.206122,2199404.206122,2199404.206122,2199404.206122,39569.000000,39569.000000,39569.000000,39569.000000,39569.000000,39569.000000
16384,2568729.134646,2568729.134646,2568729.134646,2568729.134646,2568729.134646,2568729.134646,43643.000000,43643.000000,43643.000000,43643.000000,43643.000000,43643.000000
4096,2121079.004826,2121079.004826,2121079.004826,2121079.004826,2121079.004826,2121079.004826,30565.000000,30565.000000,30565.000000,30565.000000,30565.000000,30565.000000
65536,2366663.406574,2366663.406574,2366663.406574,2366663.406574,2366663.406574,2366663.406574,38449.000000,38449.000000,38449.000000,38449.000000,38449.000000,38449.000000
