frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
65536,851428.467182,856958.136631,856958.136631,856958.136631,856958.136631,856958.136631,19324.000000,17478.000000,17478.000000,17478.000000,17478.000000,17478.000000
16384,1269866.214623,1299826.692232,1299826.692232,1299826.692232,1299826.692232,1269231.833780,29243.000000,26535.000000,26535.000000,26535.000000,26535.000000,44547.000000
2,508111.846671,508111.846671,508111.846671,508111.846671,508111.846671,508111.846671,9294.000000,9294.000000,9294.000000,9294.000000,9294.000000,9294.000000
8,445434.415456,445434.415456,445434.415456,445434.415456,445434.415456,445434.415456,6863.000000,6863.000000,6863.000000,6863.000000,6863.000000,6863.000000
4096,689314.050265,692460.491332,692683.698675,692683.698675,692684.374296,692683.698675,13631.000000,13631.000000,13631.000000,13631.000000,13631.000000,13631.000000
16,712199.456282,712173.566308,712173.566308,712173.566308,712199.456282,712173.566308,12051.000000,12051.000000,12051.000000,12051.000000,12051.000000,12051.000000
64,848270.700320,848270.700320,848270.700320,848270.700320,848270.700320,848270.700320,13539.000000,13539.000000,13539.000000,13539.000000,13539.000000,13539.000000
4,813470.811375,814317.482847,814317.482847,814317.482847,814317.482847,814317.482847,13933.000000,13933.000000,13933.000000,13933.000000,13933.000000,13933.000000
128,1048591.433846,1048591.433846,1048591.433846,1048591.433846,1048591.433846,1048591.433846,19153.000000,19153.000000,19153.000000,19153.000000,19153.000000,19153.000000
32,802680.308272,802680.308272,802680.308272,802680.308272,802680.308272,802680.308272,13302.000000,13302.000000,13302.000000,13302.000000,13302.000000,13302.000000
512,1113801.047350,1113779.895471,1113757.642065,1113757.642065,1113801.047350,1113757.642065,20518.000000,20518.000000,20518.000000,20518.000000,20518.000000,20518.000000
2048,1152976.569086,1164154.422156,1164154.422156,1164154.422156,1164154.422156,1164154.422156,37281.000000,20839.000000,20839.000000,20839.000000,20839.000000,20839.000000
256,1195481.609299,1195481.609299,1195481.609299,1195481.609299,1195481.609299,1195481.609299,21135.000000,21135.000000,21135.000000,21135.000000,21135.000000,21135.000000
8192,1007117.908874,1007117.908874,1007117.908874,1007117.908874,1007117.908874,1007117.908874,14836.000000,14836.000000,14836.000000,14836.000000,14836.000000,14836.000000
1024,1590883.474057,1601074.843930,1601074.843930,1601074.843930,1601074.843930,1601074.843930,24725.000000,24725.000000,24725.000000,24725.000000,24725.000000,24725.000000
32768,2922930.130341,2974313.128706,2992074.489440,2992074.489440,2992074.489440,2953430.156153,47803.000000,47803.000000,47803.000000,47803.000000,47803.000000,59557.000000
