frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
65536,81313.851465,81313.742916,81313.742916,81313.742916,81313.742916,81313.742916,4351.000000,4351.000000,4351.000000,4351.000000,4351.000000,4351.000000
4,114649.853454,114649.853454,114649.853454,114649.853454,114649.853454,114649.853454,4126.000000,4126.000000,4126.000000,4126.000000,4126.000000,4126.000000
2,205651.964792,205651.964792,205651.964792,205651.964792,205651.964792,205651.964792,4496.000000,4496.000000,4496.000000,4496.000000,4496.000000,4496.000000
8192,561837.372268,561837.372268,561837.372268,561837.372268,561837.372268,561837.372268,11674.000000,11674.000000,11674.000000,11674.000000,11674.000000,11674.000000
32,672504.390331,672504.390331,672504.390331,672504.390331,672504.390331,672504.390331,12010.000000,12010.000000,12010.000000,12010.000000,12010.000000,12010.000000
4096,440766.011224,440766.011224,440766.011224,440766.011224,440766.011224,440766.011224,9106.000000,9106.000000,9106.000000,9106.000000,9106.000000,9106.000000
8,603292.791278,603292.791278,603292.791278,603292.791278,603292.791278,603292.791278,10339.000000,10339.000000,10339.000000,10339.000000,10339.000000,10339.000000
16384,816604.012358,816604.012358,816604.012358,816604.012358,816604.012358,816604.012358,19738.000000,19738.000000,19738.000000,19738.000000,19738.000000,19738.000000
16,661550.749994,661550.749994,661550.749994,661550.749994,661550.749994,661550.749994,9840.000000,9840.000000,9840.000000,9840.000000,9840.000000,9840.000000
64,923515.776403,923515.776403,923515.776403,923515.776403,923515.776403,923515.776403,15561.000000,15561.000000,15561.000000,15561.000000,15561.000000,15561.000000
1024,1164822.346217,1164822.346217,1164822.346217,1164822.346217,1164822.346217,1164822.346217,19332.000000,19332.000000,19332.000000,19332.000000,19332.000000,19332.000000
2048,1008450.842899,1008450.842899,1008450.842899,1008450.842899,1008450.842899,1008450.842899,16832.000000,16832.000000,16832.000000,16832.000000,16832.000000,16832.000000
128,1236750.925091,1236750.925091,1236750.925091,1236750.925091,1236750.925091,1236750.925091,19880.000000,19880.000000,19880.000000,19880.000000,19880.000000,19880.000000
512,1323104.579980,1323104.579980,1323104.579980,1323104.579980,1323104.579980,1323104.579980,21751.000000,21751.000000,21751.000000,21751.000000,21751.000000,21751.000000
256,1254240.045561,1254240.045561,1254240.045561,1254240.045561,1254240.045561,1254240.045561,22049.000000,22049.000000,22049.000000,22049.000000,22049.000000,22049.000000
32768,3285916.208093,3285916.208093,3285916.208093,3285916.208093,3285916.208093,3285916.208093,44167.000000,44167.000000,44167.000000,44167.000000,44167.000000,44167.000000
