frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
128,181589.684481,181589.684481,181589.684481,181589.684481,181589.684481,181589.684481,181589.684481,54943.000000,54943.000000,54943.000000,54943.000000,54943.000000,54943.000000,54943.000000
16,220148.814691,220148.814691,220148.814691,220148.814691,220148.814691,220148.814691,220148.814691,54372.000000,54372.000000,54372.000000,54372.000000,54372.000000,54372.000000,54372.000000
256,126461.818977,126461.818977,126461.818977,126461.818977,126461.818977,126461.818977,126461.818977,40041.000000,40041.000000,40041.000000,40041.000000,40041.000000,40041.000000,40041.000000
16384,9329.076482,9329.076482,9329.076482,9329.076482,9329.076482,9329.076482,9329.076482,7245.000000,7245.000000,7245.000000,7245.000000,7245.000000,7245.000000,7245.000000
2048,229672.991414,229672.991414,229672.991414,229672.991414,229672.991414,229672.991414,229672.991414,53670.000000,53670.000000,53670.000000,53670.000000,53670.000000,53670.000000,53670.000000
2,189556.301889,189556.301889,189556.301889,189556.301889,189556.301889,189556.301889,189556.301889,37658.000000,37658.000000,37658.000000,37658.000000,37658.000000,37658.000000,37658.000000
1024,198201.752295,154874.600135,154874.600135,154874.600135,198201.752295,154874.600135,154874.600135,34180.000000,47173.000000,47173.000000,47173.000000,34180.000000,47173.000000,47173.000000
4096,114162.889706,114162.889706,114162.889706,114162.889706,114162.889706,114162.889706,114162.889706,21638.000000,21638.000000,21638.000000,21638.000000,21638.000000,21638.000000,21638.000000
32768,419401.466734,419401.466734,419401.466734,419401.466734,419401.466734,419401.466734,419401.466734,114439.000000,114439.000000,114439.000000,114439.000000,114439.000000,114439.000000,114439.000000
64,213233.350422,213233.350422,213233.350422,213233.350422,213233.350422,213233.350422,213233.350422,48709.000000,48709.000000,48709.000000,48709.000000,48709.000000,48709.000000,48709.000000
32,232582.752172,193752.657837,232582.752172,232582.752172,232582.752172,193752.657837,193752.657837,52574.000000,57252.000000,52574.000000,52574.000000,52574.000000,57252.000000,57252.000000
8192,113408.654895,113408.654895,113408.654895,113408.654895,113408.654895,113408.654895,113408.654895,38053.000000,38053.000000,38053.000000,38053.000000,38053.000000,38053.000000,38053.000000
65536,204851.189298,204851.189298,204851.189298,204851.189298,204851.189298,204851.189298,204851.189298,10966.000000,10966.000000,10966.000000,10966.000000,10966.000000,10966.000000,10966.000000
512,193865.027635,174934.657027,174934.657027,174934.657027,193865.027635,172547.499072,174934.657027,65058.000000,65058.000000,65058.000000,65058.000000,65058.000000,65058.000000,65058.000000
4,161021.047016,161021.047016,161021.047016,161021.047016,161021.047016,161021.047016,161021.047016,40437.000000,40437.000000,40437.000000,40437.000000,40437.000000,40437.000000,40437.000000
8,201132.347336,201132.347336,201132.347336,201132.347336,201132.347336,201132.347336,201132.347336,56091.000000,56091.000000,56091.000000,56091.000000,56091.000000,56091.000000,56091.000000
