frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,242483.410191,242483.410191,242483.410191,242483.410191,242483.410191,242483.410191,242483.410191,52194.000000,52194.000000,52194.000000,52194.000000,52194.000000,52194.000000,52194.000000
16384,285630.039761,285630.039761,285630.039761,285630.039761,285630.039761,285630.039761,285630.039761,103992.000000,103992.000000,103992.000000,103992.000000,103992.000000,103992.000000,103992.000000
16,215100.708167,215100.708167,215100.708167,215100.708167,215100.708167,215100.708167,215100.708167,43427.000000,43427.000000,43427.000000,43427.000000,43427.000000,43427.000000,43427.000000
2048,173254.578116,173254.578116,173254.578116,173254.578116,173254.578116,173254.578116,173254.578116,41193.000000,41193.000000,41193.000000,41193.000000,41193.000000,41193.000000,41193.000000
128,268794.849700,268794.849700,268794.849700,268794.849700,268794.849700,268794.849700,268794.849700,48389.000000,48389.000000,48389.000000,48389.000000,48389.000000,48389.000000,48389.000000
256,217382.931996,217382.931996,217382.931996,217382.931996,217382.931996,217382.931996,217382.931996,45520.000000,45520.000000,45520.000000,45520.000000,45520.000000,45520.000000,45520.000000
2,193933.815530,193933.815530,193933.815530,193933.815530,193933.815530,193933.815530,193933.815530,50353.000000,50353.000000,50353.000000,50353.000000,50353.000000,50353.000000,50353.000000
4096,1622501.012495,790359.601094,790359.601094,202796.850587,1622501.012495,202796.850587,202796.850587,154902.000000,157676.000000,157676.000000,165595.000000,154902.000000,165595.000000,165595.000000
64,184210.194810,184210.194810,184210.194810,184210.194810,184210.194810,184210.194810,184210.194810,37912.000000,37912.000000,37912.000000,37912.000000,37912.000000,37912.000000,37912.000000
8192,175570.424668,175570.424668,156032.908599,168837.798230,175570.424668,156032.908599,156032.908599,18545.000000,18545.000000,32068.000000,27614.000000,18545.000000,32068.000000,32068.000000
32,180773.228873,180773.228873,180773.228873,180773.228873,180773.228873,180773.228873,180773.228873,38867.000000,38867.000000,38867.000000,38867.000000,38867.000000,38867.000000,38867.000000
512,205093.965328,205093.965328,205093.965328,205093.965328,205093.965328,205093.965328,205093.965328,50239.000000,50239.000000,50239.000000,50239.000000,50239.000000,50239.000000,50239.000000
65536,287670.895566,287670.895566,287670.895566,287670.895566,287670.895566,287670.895566,287670.895566,70826.000000,70826.000000,70826.000000,70826.000000,70826.000000,70826.000000,70826.000000
32768,100037.341013,100037.341013,100037.341013,100037.341013,100037.341013,100037.341013,100037.341013,37711.000000,37711.000000,37711.000000,37711.000000,37711.000000,37711.000000,37711.000000
8,185351.653160,185351.653160,185351.653160,185351.653160,185351.653160,185351.653160,185351.653160,52138.000000,52138.000000,52138.000000,52138.000000,52138.000000,52138.000000,52138.000000
4,197568.582404,197568.582404,197568.582404,197568.582404,197568.582404,197568.582404,197568.582404,43470.000000,43470.000000,43470.000000,43470.000000,43470.000000,43470.000000,43470.000000
