frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
128,195781.463305,195781.463305,195781.463305,195781.463305,195781.463305,195781.463305,195781.463305,53525.000000,53525.000000,53525.000000,53525.000000,53525.000000,53525.000000,53525.000000
16,200231.908613,200231.908613,200231.908613,200231.908613,200231.908613,200231.908613,200231.908613,46160.000000,46160.000000,46160.000000,46160.000000,46160.000000,46160.000000,46160.000000
2048,234709.015587,234709.015587,234709.015587,234709.015587,234709.015587,234709.015587,234709.015587,41419.000000,41419.000000,41419.000000,41419.000000,41419.000000,41419.000000,41419.000000
1024,271772.844795,271772.844795,271772.844795,271772.844795,271772.844795,271772.844795,271772.844795,52921.000000,52921.000000,52921.000000,52921.000000,52921.000000,52921.000000,52921.000000
16384,352437.994721,352437.994721,352437.994721,352437.994721,352437.994721,352437.994721,352437.994721,80333.000000,80333.000000,80333.000000,80333.000000,80333.000000,80333.000000,80333.000000
256,262928.542606,262928.542606,262928.542606,262928.542606,262928.542606,262928.542606,262928.542606,53007.000000,53007.000000,53007.000000,53007.000000,53007.000000,53007.000000,53007.000000
2,218195.409457,218195.409457,218195.409457,218195.409457,218195.409457,202880.875558,218195.409457,61710.000000,61710.000000,61710.000000,61710.000000,61710.000000,61710.000000,61710.000000
32768,93878.558191,93878.558191,93878.558191,93878.558191,93878.558191,93878.558191,93878.558191,50384.000000,50384.000000,50384.000000,50384.000000,50384.000000,50384.000000,50384.000000
4,205786.467505,205786.467505,205786.467505,205786.467505,205786.467505,205786.467505,205786.467505,51842.000000,51842.000000,51842.000000,51842.000000,51842.000000,51842.000000,51842.000000
512,167686.129462,167686.129462,167686.129462,167686.129462,167686.129462,167686.129462,167686.129462,44548.000000,44548.000000,44548.000000,44548.000000,44548.000000,44548.000000,44548.000000
64,148467.924708,148467.924708,148467.924708,148467.924708,148467.924708,148467.924708,148467.924708,40939.000000,40939.000000,40939.000000,40939.000000,40939.000000,40939.000000,40939.000000
32,195404.073676,195404.073676,195404.073676,195404.073676,195404.073676,195404.073676,195404.073676,45508.000000,45508.000000,45508.000000,45508.000000,45508.000000,45508.000000,45508.000000
4096,401671.323569,401671.323569,401671.323569,401671.323569,401671.323569,401671.323569,401671.323569,75755.000000,75755.000000,75755.000000,75755.000000,75755.000000,75755.000000,75755.000000
65536,289850.346859,289850.346859,289850.346859,289850.346859,289850.346859,289850.346859,289850.346859,52820.000000,52820.000000,52820.000000,52820.000000,52820.000000,52820.000000,52820.000000
8,130077.901113,130077.901113,130077.901113,130077.901113,130077.901113,130077.901113,130077.901113,39508.000000,39508.000000,39508.000000,39508.000000,39508.000000,39508.000000,39508.000000
8192,308754.974410,294660.589233,294660.589233,308754.974410,308754.974410,271064.882886,294660.589233,52842.000000,52842.000000,52842.000000,52842.000000,52842.000000,52842.000000,52842.000000
