frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,164940.023439,164940.023439,164940.023439,164940.023439,164940.023439,164940.023439,164940.023439,41578.000000,41578.000000,41578.000000,41578.000000,41578.000000,41578.000000,41578.000000
128,250491.711629,250491.711629,250491.711629,250491.711629,250491.711629,250491.711629,250491.711629,50421.000000,50421.000000,50421.000000,50421.000000,50421.000000,50421.000000,50421.000000
16,182050.216852,182050.216852,182050.216852,182050.216852,182050.216852,182050.216852,182050.216852,43660.000000,43660.000000,43660.000000,43660.000000,43660.000000,43660.000000,43660.000000
16384,308830.669074,308830.669074,308830.669074,308830.669074,308830.669074,308830.669074,308830.669074,51304.000000,51304.000000,51304.000000,51304.000000,51304.000000,51304.000000,51304.000000
2048,317064.419890,304261.090389,317064.419890,317064.419890,317064.419890,304261.090389,304261.090389,53811.000000,53811.000000,53811.000000,53811.000000,53811.000000,53811.000000,53811.000000
2,183910.230895,183910.230895,183910.230895,183910.230895,183910.230895,183910.230895,183910.230895,66125.000000,66125.000000,66125.000000,66125.000000,66125.000000,66125.000000,66125.000000
256,199651.017125,199651.017125,199651.017125,199651.017125,199651.017125,199651.017125,199651.017125,46326.000000,46326.000000,46326.000000,46326.000000,46326.000000,46326.000000,46326.000000
4096,231126.827508,231126.827508,231126.827508,231126.827508,231126.827508,231126.827508,231126.827508,61742.000000,61742.000000,61742.000000,61742.000000,61742.000000,61742.000000,61742.000000
4,170731.854216,170731.854216,170731.854216,170731.854216,170731.854216,170731.854216,170731.854216,39276.000000,39276.000000,39276.000000,39276.000000,39276.000000,39276.000000,39276.000000
512,158738.356096,158738.356096,158738.356096,158738.356096,158738.356096,158738.356096,158738.356096,50087.000000,50087.000000,50087.000000,50087.000000,50087.000000,50087.000000,50087.000000
8192,316004.538566,311817.393928,311817.393928,316004.538566,316004.538566,311817.393928,311817.393928,27150.000000,26762.000000,26762.000000,27150.000000,27150.000000,26762.000000,26762.000000
32,205857.743634,205857.743634,205857.743634,205857.743634,205857.743634,205857.743634,205857.743634,53161.000000,53161.000000,53161.000000,53161.000000,53161.000000,53161.000000,53161.000000
32768,164221.309382,164221.309382,164221.309382,164221.309382,164221.309382,164221.309382,164221.309382,66630.000000,66630.000000,66630.000000,66630.000000,66630.000000,66630.000000,66630.000000
65536,34978.558961,34978.558961,34978.558961,34978.558961,34978.558961,34978.558961,34978.558961,19098.000000,19098.000000,19098.000000,19098.000000,19098.000000,19098.000000,19098.000000
8,180749.208848,180749.208848,180749.208848,180749.208848,180749.208848,180749.208848,180749.208848,46196.000000,46196.000000,46196.000000,46196.000000,46196.000000,46196.000000,46196.000000
64,206880.737581,206880.737581,206880.737581,206880.737581,206880.737581,206880.737581,206880.737581,47952.000000,47952.000000,47952.000000,47952.000000,47952.000000,47952.000000,47952.000000
