frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,217490.943480,217490.943480,217490.943480,217490.943480,217490.943480,217490.943480,217490.943480,44575.000000,44575.000000,44575.000000,44575.000000,44575.000000,44575.000000,44575.000000
16384,5112.800505,5112.800505,5112.800505,5112.800505,5112.800505,5112.800505,5112.800505,2901.000000,2901.000000,2901.000000,2901.000000,2901.000000,2901.000000,2901.000000
16,180842.084455,180842.084455,180842.084455,180842.084455,180842.084455,180842.084455,180842.084455,40237.000000,40237.000000,40237.000000,40237.000000,40237.000000,40237.000000,40237.000000
2048,222915.140545,222915.140545,222915.140545,222915.140545,222915.140545,222915.140545,222915.140545,40331.000000,40331.000000,40331.000000,40331.000000,40331.000000,40331.000000,40331.000000
128,226547.957490,226547.957490,226547.957490,226547.957490,226547.957490,226547.957490,226547.957490,51283.000000,51283.000000,51283.000000,51283.000000,51283.000000,51283.000000,51283.000000
256,198339.767624,198339.767624,198339.767624,198339.767624,198339.767624,198339.767624,198339.767624,42441.000000,42441.000000,42441.000000,42441.000000,42441.000000,42441.000000,42441.000000
4,185344.637144,185344.637144,185344.637144,185344.637144,185344.637144,185344.637144,185344.637144,53358.000000,53358.000000,53358.000000,53358.000000,53358.000000,53358.000000,53358.000000
2,193948.894129,193948.894129,193948.894129,193948.894129,193948.894129,193948.894129,193948.894129,41477.000000,41477.000000,41477.000000,41477.000000,41477.000000,41477.000000,41477.000000
32,204263.430337,204263.430337,204263.430337,204263.430337,204263.430337,204263.430337,204263.430337,47722.000000,47722.000000,47722.000000,47722.000000,47722.000000,47722.000000,47722.000000
512,149705.642963,149705.642963,149705.642963,149705.642963,149705.642963,149705.642963,149705.642963,36996.000000,36996.000000,36996.000000,36996.000000,36996.000000,36996.000000,36996.000000
32768,620396.832296,620396.832296,620396.832296,620396.832296,620396.832296,620396.832296,620396.832296,34360.000000,34360.000000,34360.000000,34360.000000,34360.000000,34360.000000,34360.000000
65536,429420.595626,429420.595626,429420.595626,429420.595626,429420.595626,429420.595626,429420.595626,24181.000000,24181.000000,24181.000000,24181.000000,24181.000000,24181.000000,24181.000000
8192,203988.372911,154232.772007,118615.654313,118615.654313,203988.372911,119932.503472,118615.654313,20726.000000,22949.000000,35344.000000,35344.000000,20726.000000,35344.000000,35344.000000
64,196408.774796,196408.774796,196408.774796,196408.774796,196408.774796,196408.774796,196408.774796,38576.000000,38576.000000,38576.000000,38576.000000,38576.000000,38576.000000,38576.000000
8,183289.730473,183289.730473,183289.730473,183289.730473,183289.730473,183289.730473,183289.730473,54511.000000,54511.000000,54511.000000,54511.000000,54511.000000,54511.000000,54511.000000
4096,233386.445583,257803.634480,222404.298704,222404.298704,233386.445583,222404.298704,222404.298704,40074.000000,25257.000000,40817.000000,40817.000000,40074.000000,40817.000000,40817.000000
