frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
4,593797.672307,593797.672307,593797.672307,593797.672307,593797.672307,593797.672307
8,175174.522140,175174.522140,175174.522140,175174.522140,175174.522140,175174.522140
16,520925.454496,520925.454496,520925.454496,520925.454496,520925.454496,520925.454496
512,1100152.752377,1100152.752377,1100152.752377,1100152.752377,1100152.752377,1100152.752377
2,721301.378548,721301.378548,721301.378548,721301.378548,721301.378548,721301.378548
32,605179.584699,605179.584699,605179.584699,605179.584699,605179.584699,605179.584699
2048,603905.757802,603905.757802,603905.757802,603905.757802,603905.757802,603905.757802
1024,1084031.941730,1084031.941730,1084031.941730,1084031.941730,1084031.941730,1084031.941730
32768,1086191.215933,1086191.215933,1086191.215933,1086191.215933,1086191.215933,1086191.215933
64,1075958.310392,1075958.310392,1075958.310392,1075958.310392,1075958.310392,1075958.310392
16384,1880838.575308,1880838.575308,1880838.575308,1880838.575308,1880838.575308,1880838.575308
4096,1290957.992875,1290957.992875,1290957.992875,1290957.992875,1290957.992875,1290957.992875
256,959007.801128,959007.801128,959007.801128,959007.801128,959007.801128,959007.801128
128,1392992.591658,1392992.591658,1392992.591658,1392992.591658,1392992.591658,1392992.591658
8192,1625095.534039,1625095.534039,1625095.534039,1625095.534039,1625095.534039,1625095.534039
65536,5149294.488481,5149294.488481,5149294.488481,5149294.488481,5149294.488481,5149294.488481
