frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,401200.656712,401200.656712,401200.656712,401200.656712,401200.656712,401200.656712
16384,394100.844632,394100.844632,394100.844632,394100.844632,394100.844632,394100.844632
2,314603.578475,314603.578475,314603.578475,314603.578475,314603.578475,314603.578475
65536,264956.546662,264956.546662,264956.546662,264956.546662,264956.546662,264956.546662
256,671665.302098,671665.302098,671665.302098,671665.302098,671665.302098,671665.302098
4,436106.504719,436106.504719,436106.504719,436106.504719,436106.504719,436106.504719
1024,827715.129998,827715.129998,827715.129998,827715.129998,827715.129998,827715.129998
16,613875.951705,613875.951705,613875.951705,613875.951705,613875.951705,613875.951705
32,908549.769474,908549.769474,908549.769474,908549.769474,908549.769474,908549.769474
64,938290.496064,938290.496064,938290.496064,938290.496064,938290.496064,938290.496064
4096,1653464.950044,1653464.950044,1653464.950044,1653464.950044,1653464.950044,1653464.950044
2048,1315549.150930,1315549.150930,1315549.150930,1315549.150930,1315549.150930,1315549.150930
512,1363444.521504,1363444.521504,1363444.521504,1363444.521504,1363444.521504,1363444.521504
128,1033332.564627,1033332.564627,1033332.564627,1033332.564627,1033332.564627,1033332.564627
8192,2985087.436641,2985087.436641,2985087.436641,2985087.436641,2985087.436641,2985087.436641
32768,3825460.066911,3825460.066911,3825460.066911,3825460.066911,3825460.066911,3825460.066911
