frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
32768,765666.817549,765666.817549,765666.817549,765666.817549,765666.817549,765666.817549
16,538442.394078,538442.394078,538442.394078,538442.394078,538442.394078,538442.394078
4096,468377.543167,468377.543167,468377.543167,468377.543167,468377.543167,468377.543167
8,425546.155377,425546.155377,425546.155377,425546.155377,425546.155377,425546.155377
2,559022.719210,559022.719210,559022.719210,559022.719210,559022.719210,559022.719210
4,450579.567656,450579.567656,450579.567656,450579.567656,450579.567656,450579.567656
32,850365.481888,850365.481888,850365.481888,850365.481888,850365.481888,850365.481888
65536,1357102.481224,1357102.481224,1357102.481224,1357102.481224,1357102.481224,1357102.481224
256,1329874.156431,1329874.156431,1329874.156431,1329874.156431,1329874.156431,1329874.156431
64,889770.225378,889770.225378,889770.225378,889770.225378,889770.225378,889770.225378
512,1155899.544839,1155899.544839,1155899.544839,1155899.544839,1155899.544839,1155899.544839
2048,1318343.003520,1318343.003520,1318343.003520,1318343.003520,1318343.003520,1318343.003520
128,1148572.752371,1148572.752371,1148572.752371,1148572.752371,1148572.752371,1148572.752371
8192,957931.622838,957931.622838,957931.622838,957931.622838,957931.622838,957931.622838
1024,1394558.055847,1394558.055847,1394558.055847,1394558.055847,1394558.055847,1394558.055847
16384,1266274.330695,1266274.330695,1266274.330695,1266274.330695,1266274.330695,1266274.330695
