frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,571954.020232,571954.020232,571954.020232,571954.020232,571954.020232,571954.020232
512,408142.317334,408142.317334,408142.317334,408142.317334,408142.317334,408142.317334
32768,730503.085820,730503.085820,730503.085820,730503.085820,730503.085820,730503.085820
8,452729.462781,452729.462781,452729.462781,452729.462781,452729.462781,452729.462781
8192,599548.349140,599548.349140,599548.349140,599548.349140,599548.349140,599548.349140
2,550889.064930,550889.064930,550889.064930,550889.064930,550889.064930,550889.064930
256,1131737.942826,1131737.942826,1131737.942826,1131737.942826,1131737.942826,1131737.942826
1024,687898.594769,687898.594769,687898.594769,687898.594769,687898.594769,687898.594769
4096,881885.598827,881885.598827,881885.598827,881885.598827,881885.598827,881885.598827
64,748513.029468,748513.029468,748513.029468,748513.029468,748513.029468,748513.029468
16,816182.106971,816182.106971,816182.106971,816182.106971,816182.106971,816182.106971
16384,921475.076513,921475.076513,921475.076513,921475.076513,921475.076513,921475.076513
128,1230156.075567,1230156.075567,1230156.075567,1230156.075567,1230156.075567,1230156.075567
32,883089.985271,883089.985271,883089.985271,883089.985271,883089.985271,883089.985271
4,810235.398424,810235.398424,810235.398424,810235.398424,810235.398424,810235.398424
2048,1292413.405625,1292413.405625,1292413.405625,1292413.405625,1292413.405625,1292413.405625
