frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,729070.666534,729070.666534,729070.666534,729070.666534,729070.666534,729070.666534
32768,2714423.111846,2714423.111846,2714423.111846,2714423.111846,2714423.111846,2714423.111846
256,662405.762895,662405.762895,662405.762895,662405.762895,662405.762895,662405.762895
8,476269.754502,476269.754502,476269.754502,476269.754502,476269.754502,476269.754502
16,550911.150992,550911.150992,550911.150992,550911.150992,550911.150992,550911.150992
64,723794.360249,723794.360249,723794.360249,723794.360249,723794.360249,723794.360249
4096,1122751.898256,1122751.898256,1122751.898256,1122751.898256,1122751.898256,1122751.898256
2048,610293.772457,610293.772457,610293.772457,610293.772457,610293.772457,610293.772457
512,1213151.183080,1213151.183080,1213151.183080,1213151.183080,1213151.183080,1213151.183080
1024,847302.516340,847302.516340,847302.516340,847302.516340,847302.516340,847302.516340
2,690708.584212,690708.584212,690708.584212,690708.584212,690708.584212,690708.584212
4,900487.752896,900487.752896,900487.752896,900487.752896,900487.752896,900487.752896
128,983577.100975,983577.100975,983577.100975,983577.100975,983577.100975,983577.100975
8192,2050345.102191,2050345.102191,2050345.102191,2050345.102191,2050345.102191,2050345.102191
32,1002223.108459,1002223.108459,1002223.108459,1002223.108459,1002223.108459,1002223.108459
16384,2707660.981862,2707660.981862,2707660.981862,2707660.981862,2707660.981862,2707660.981862
