frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
32768,353843.392191,353843.392191,353843.392191,353843.392191,353843.392191,353843.392191
65536,677364.098032,677364.098032,677364.098032,677364.098032,677364.098032,677364.098032
2,350179.756192,350179.756192,350179.756192,350179.756192,350179.756192,350179.756192
4096,367505.054617,367505.054617,367505.054617,367505.054617,367505.054617,367505.054617
128,999045.444573,999045.444573,999045.444573,999045.444573,999045.444573,999045.444573
64,904284.862623,904284.862623,904284.862623,904284.862623,904284.862623,904284.862623
16,650816.172878,650816.172878,650816.172878,650816.172878,650816.172878,650816.172878
4,525703.369019,525703.369019,525703.369019,525703.369019,525703.369019,525703.369019
8192,563740.624176,563740.624176,563740.624176,563740.624176,563740.624176,563740.624176
256,746608.308616,746608.308616,746608.308616,746608.308616,746608.308616,746608.308616
8,418237.925716,418237.925716,418237.925716,418237.925716,418237.925716,418237.925716
32,986663.185386,986663.185386,986663.185386,986663.185386,986663.185386,986663.185386
512,1350186.583704,1350186.583704,1350186.583704,1350186.583704,1350186.583704,1350186.583704
1024,1297336.728480,1297336.728480,1297336.728480,1297336.728480,1297336.728480,1297336.728480
2048,1934394.071583,1934394.071583,1934394.071583,1934394.071583,1934394.071583,1934394.071583
16384,1921747.244743,1921747.244743,1921747.244743,1921747.244743,1921747.244743,1921747.244743
