frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
65536,1261089.443046,1261089.443046,1261089.443046,1261089.443046,1261089.443046,1261089.443046
2,391473.285901,391473.285901,391473.285901,391473.285901,391473.285901,391473.285901
4,394890.103821,394890.103821,394890.103821,394890.103821,394890.103821,394890.103821
8,643423.221448,643423.221448,643423.221448,643423.221448,643423.221448,643423.221448
8192,918284.313221,918284.313221,918284.313221,918284.313221,918284.313221,918284.313221
1024,1217590.920944,1217590.920944,1217590.920944,1217590.920944,1217590.920944,1217590.920944
2048,1220556.141041,1220556.141041,1220556.141041,1220556.141041,1220556.141041,1220556.141041
64,1204799.829597,1204799.829597,1204799.829597,1204799.829597,1204799.829597,1204799.829597
256,1210285.579100,1210285.579100,1210285.579100,1210285.579100,1210285.579100,1210285.579100
128,944539.263820,944539.263820,944539.263820,944539.263820,944539.263820,944539.263820
32,868065.572842,868065.572842,868065.572842,868065.572842,868065.572842,868065.572842
16,483041.279806,483041.279806,483041.279806,483041.279806,483041.279806,483041.279806
16384,1861081.218904,1861081.218904,1861081.218904,1861081.218904,1861081.218904,1861081.218904
512,970175.027066,970175.027066,970175.027066,970175.027066,970175.027066,970175.027066
4096,1537911.813516,1537911.813516,1537911.813516,1537911.813516,1537911.813516,1537911.813516
32768,3239944.781600,3239944.781600,3239944.781600,3239944.781600,3239944.781600,3239944.781600
