frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
4,413136.300918,413136.300918,413136.300918,413136.300918,413136.300918,413136.300918
2,432495.898430,432495.898430,432495.898430,432495.898430,432495.898430,432495.898430
32768,1124444.684899,1124444.684899,1124444.684899,1124444.684899,1124444.684899,1124444.684899
512,801434.485788,801434.485788,801434.485788,801434.485788,801434.485788,801434.485788
65536,1711794.368988,1711794.368988,1711794.368988,1711794.368988,1711794.368988,1711794.368988
32,904876.115072,904876.115072,904876.115072,904876.115072,904876.115072,904876.115072
128,1115315.565674,1115315.565674,1115315.565674,1115315.565674,1115315.565674,1115315.565674
1024,1294302.030763,1294302.030763,1294302.030763,1294302.030763,1294302.030763,1294302.030763
256,1068466.768650,1068466.768650,1068466.768650,1068466.768650,1068466.768650,1068466.768650
8,658597.018366,658597.018366,658597.018366,658597.018366,658597.018366,658597.018366
2048,783771.772932,783771.772932,783771.772932,783771.772932,783771.772932,783771.772932
64,1168268.174807,1168268.174807,1168268.174807,1168268.174807,1168268.174807,1168268.174807
16,1108509.463587,1108509.463587,1108509.463587,1108509.463587,1108509.463587,1108509.463587
4096,1891291.115348,1891291.115348,1891291.115348,1891291.115348,1891291.115348,1891291.115348
16384,803586.748409,803586.748409,803586.748409,803586.748409,803586.748409,803586.748409
8192,1508719.867746,1508719.867746,1508719.867746,1508719.867746,1508719.867746,1508719.867746
