frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
32768,314218.899401,314218.899401,314218.899401,314218.899401,314218.899401,314218.899401
64,972796.267394,972796.267394,972796.267394,972796.267394,972796.267394,972796.267394
2,638960.353682,638960.353682,638960.353682,638960.353682,638960.353682,638960.353682
512,1324677.181978,1324677.181978,1324677.181978,1324677.181978,1324677.181978,1324677.181978
16,572990.007303,572990.007303,572990.007303,572990.007303,572990.007303,572990.007303
65536,1049911.083591,1049911.083591,1049911.083591,1049911.083591,1049911.083591,1049911.083591
16384,1310714.172393,1310714.172393,1310714.172393,1310714.172393,1310714.172393,1310714.172393
8,684901.211620,684901.211620,684901.211620,684901.211620,684901.211620,684901.211620
4,634190.533595,634190.533595,634190.533595,634190.533595,634190.533595,634190.533595
1024,1397395.276531,1397395.276531,1397395.276531,1397395.276531,1397395.276531,1397395.276531
128,893779.887310,893779.887310,893779.887310,893779.887310,893779.887310,893779.887310
256,1636636.239450,1636636.239450,1636636.239450,1636636.239450,1636636.239450,1636636.239450
32,1247566.226736,1247566.226736,1247566.226736,1247566.226736,1247566.226736,1247566.226736
2048,1351975.323635,1351975.323635,1351975.323635,1351975.323635,1351975.323635,1351975.323635
4096,1511277.605257,1511277.605257,1511277.605257,1511277.605257,1511277.605257,1511277.605257
8192,2112978.763157,2112978.763157,2112978.763157,2112978.763157,2112978.763157,2112978.763157
