frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
2,483942.000885,483942.000885,483942.000885,483942.000885,483942.000885,483942.000885
32,490619.876421,490619.876421,490619.876421,490619.876421,490619.876421,490619.876421
4096,1531265.323915,1531265.323915,1531265.323915,1531265.323915,1531265.323915,1531265.323915
512,1428256.594051,1428256.594051,1428256.594051,1428256.594051,1428256.594051,1428256.594051
16,880420.820614,880420.820614,880420.820614,880420.820614,880420.820614,880420.820614
16384,1800180.170009,1800180.170009,1800180.170009,1800180.170009,1800180.170009,1800180.170009
8,400786.047161,400786.047161,400786.047161,400786.047161,400786.047161,400786.047161
65536,926259.521128,926259.521128,926259.521128,926259.521128,926259.521128,926259.521128
2048,1537703.659882,1537703.659882,1537703.659882,1537703.659882,1537703.659882,1537703.659882
128,1060356.213545,1060356.213545,1060356.213545,1060356.213545,1060356.213545,1060356.213545
32768,1159855.350552,1159855.350552,1159855.350552,1159855.350552,1159855.350552,1159855.350552
1024,1442347.696529,1442347.696529,1442347.696529,1442347.696529,1442347.696529,1442347.696529
8192,1321098.898938,1321098.898938,1321098.898938,1321098.898938,1321098.898938,1321098.898938
256,1487022.921443,1487022.921443,1487022.921443,1487022.921443,1487022.921443,1487022.921443
64,960826.504290,960826.504290,960826.504290,960826.504290,960826.504290,960826.504290
4,920581.837649,920581.837649,920581.837649,920581.837649,920581.837649,920581.837649
