frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,354415.697145,354415.697145,354415.697145,354415.697145,354415.697145,354415.697145
65536,751218.700313,751218.700313,751218.700313,751218.700313,751218.700313,751218.700313
1024,597336.742996,597336.742996,597336.742996,597336.742996,597336.742996,597336.742996
2048,591041.693118,591041.693118,591041.693118,591041.693118,591041.693118,591041.693118
32,697530.438030,697530.438030,697530.438030,697530.438030,697530.438030,697530.438030
2,713584.249326,713584.249326,713584.249326,713584.249326,713584.249326,713584.249326
16,724682.547759,724682.547759,724682.547759,724682.547759,724682.547759,724682.547759
4,653689.443651,653689.443651,653689.443651,653689.443651,653689.443651,653689.443651
128,1229179.445930,1229179.445930,1229179.445930,1229179.445930,1229179.445930,1229179.445930
512,994141.893625,994141.893625,994141.893625,994141.893625,994141.893625,994141.893625
16384,1514836.088222,1514836.088222,1514836.088222,1514836.088222,1514836.088222,1514836.088222
256,1218529.579668,1218529.579668,1218529.579668,1218529.579668,1218529.579668,1218529.579668
8192,1354246.190060,1354246.190060,1354246.190060,1354246.190060,1354246.190060,1354246.190060
32768,1542360.443962,1542360.443962,1542360.443962,1542360.443962,1542360.443962,1542360.443962
4096,1558879.690568,1558879.690568,1558879.690568,1558879.690568,1558879.690568,1558879.690568
64,1302587.250614,1302587.250614,1302587.250614,1302587.250614,1302587.250614,1302587.250614
