frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
32,506050.280914,506050.280914,506050.280914,506050.280914,506050.280914,506050.280914
64,733876.547278,733876.547278,733876.547278,733876.547278,733876.547278,733876.547278
8,430771.937447,430771.937447,430771.937447,430771.937447,430771.937447,430771.937447
32768,769532.841502,769532.841502,769532.841502,769532.841502,769532.841502,769532.841502
4,559680.493492,559680.493492,559680.493492,559680.493492,559680.493492,559680.493492
8192,1027378.558298,1027378.558298,1027378.558298,1027378.558298,1027378.558298,1027378.558298
2,519081.568262,519081.568262,519081.568262,519081.568262,519081.568262,519081.568262
16,608061.583941,608061.583941,608061.583941,608061.583941,608061.583941,608061.583941
512,796047.400731,796047.400731,796047.400731,796047.400731,796047.400731,796047.400731
4096,1457828.105159,1457828.105159,1457828.105159,1457828.105159,1457828.105159,1457828.105159
16384,1316395.754710,1316395.754710,1316395.754710,1316395.754710,1316395.754710,1316395.754710
1024,1077760.844856,1077760.844856,1077760.844856,1077760.844856,1077760.844856,1077760.844856
128,1274553.518230,1274553.518230,1274553.518230,1274553.518230,1274553.518230,1274553.518230
2048,1695689.695807,1695689.695807,1695689.695807,1695689.695807,1695689.695807,1695689.695807
256,1318938.146607,1318938.146607,1318938.146607,1318938.146607,1318938.146607,1318938.146607
65536,2949129.615284,2949129.615284,2949129.615284,2949129.615284,2949129.615284,2949129.615284
