frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,397358.373171,397226.338681,397226.338681,397226.338681,397226.338681,397226.338681
4,375614.667875,376405.846150,376405.846150,376405.846150,376405.846150,376405.846150
16,503941.892591,505745.786815,505745.786815,505745.786815,505745.786815,505745.786815
8192,430919.592008,431228.422947,430756.622589,430756.622589,430756.622589,430756.622589
2,846358.606496,846416.701463,846416.701463,846416.701463,846416.701463,846416.701463
32,725410.752486,732621.167619,732621.167619,732621.167619,732621.167619,732621.167619
1024,634157.701330,637810.291131,637810.291131,637810.291131,637810.291131,637810.291131
32768,1372130.387373,1398672.144061,1398672.144061,1398672.144061,1398672.144061,1359690.347271
128,1359804.340787,1366885.771572,1366885.771572,1366885.771572,1366885.771572,1366885.771572
512,1115286.669658,1120482.635437,1120482.635437,1120482.635437,1120500.878130,1120482.635437
4096,900628.589357,909096.495541,911200.827990,911200.827990,911428.034437,911200.827990
256,1237455.070546,1243262.496977,1243262.496977,1243262.496977,1243174.592334,1243262.496977
64,1372668.484735,1382555.400308,1384802.488448,1384802.488448,1384640.911016,1384802.488448
2048,1812387.332590,1858654.140713,1858654.140713,1858654.140713,1858560.138761,1819789.809690
16384,2373037.982228,2426424.424448,2426424.424448,2426424.424448,2426424.424448,2386405.073130
65536,3686706.001770,3748311.027898,3748311.027898,3748311.027898,3748311.027898,3664614.212660
