frequency,Dynamic_BAL_njobs200_mode0_L2_norm_flow_time,Dynamic_BAL_njobs200_mode0_maximum_flow_time,Dynamic_BAL_njobs200_mode1_L2_norm_flow_time,Dynamic_BAL_njobs200_mode1_maximum_flow_time,Dynamic_BAL_njobs200_mode2_L2_norm_flow_time,Dynamic_BAL_njobs200_mode2_maximum_flow_time,Dynamic_BAL_njobs200_mode4_L2_norm_flow_time,Dynamic_BAL_njobs200_mode4_maximum_flow_time,Dynamic_BAL_njobs200_mode8_L2_norm_flow_time,Dynamic_BAL_njobs200_mode8_maximum_flow_time,Dynamic_BAL_njobs200_mode16_L2_norm_flow_time,Dynamic_BAL_njobs200_mode16_maximum_flow_time
2,104766.555308,6498.000000,104766.555308,6498.000000,104766.555308,6498.000000,104766.555308,6498.000000,104766.555308,6498.000000,104766.555308,6498.000000
16,397929.483983,7699.000000,397929.483983,7699.000000,397929.483983,7699.000000,397929.483983,7699.000000,397929.483983,7699.000000,397929.483983,7699.000000
4,527729.354759,8671.000000,527729.354759,8671.000000,527729.354759,8671.000000,527729.354759,8671.000000,527729.354759,8671.000000,527729.354759,8671.000000
2048,592344.740061,10766.000000,592344.740061,10766.000000,592344.740061,10766.000000,592344.740061,10766.000000,592344.740061,10766.000000,592344.740061,10766.000000
512,864492.494596,17648.000000,864492.494596,17648.000000,864492.494596,17648.000000,864492.494596,17648.000000,864492.494596,17648.000000,864492.494596,17648.000000
1024,810263.811629,14224.000000,810263.811629,14224.000000,810263.811629,14224.000000,810263.811629,14224.000000,810263.811629,14224.000000,810263.811629,14224.000000
8,699348.363059,12846.000000,699348.363059,12846.000000,699348.363059,12846.000000,699348.363059,12846.000000,699348.363059,12846.000000,699348.363059,12846.000000
256,998189.018807,15302.000000,998189.018807,15302.000000,998189.018807,15302.000000,998189.018807,15302.000000,998189.018807,15302.000000,998189.018807,15302.000000
4096,956163.118390,16895.000000,956163.118390,16895.000000,956163.118390,16895.000000,956163.118390,16895.000000,956163.118390,16895.000000,956163.118390,16895.000000
8192,1336528.624865,26951.000000,1336528.624865,26951.000000,1336528.624865,26951.000000,1336528.624865,26951.000000,1336528.624865,26951.000000,1336528.624865,26951.000000
32,704254.714623,12437.000000,704254.714623,12437.000000,704254.714623,12437.000000,704254.714623,12437.000000,704254.714623,12437.000000,704254.714623,12437.000000
128,1076856.951296,19091.000000,1076856.951296,19091.000000,1076856.951296,19091.000000,1076856.951296,19091.000000,1076856.951296,19091.000000,1076856.951296,19091.000000
64,1030105.457301,18751.000000,1030105.457301,18751.000000,1030105.457301,18751.000000,1030105.457301,18751.000000,1030105.457301,18751.000000,1030105.457301,18751.000000
32768,913828.550551,21618.000000,913828.550551,21618.000000,913828.550551,21618.000000,913828.550551,21618.000000,913828.550551,21618.000000,913828.550551,21618.000000
16384,1293270.294598,22436.000000,1293270.294598,22436.000000,1293270.294598,22436.000000,1293270.294598,22436.000000,1293270.294598,22436.000000,1293270.294598,22436.000000
65536,2248541.057793,37091.000000,2248541.057793,37091.000000,2248541.057793,37091.000000,2248541.057793,37091.000000,2248541.057793,37091.000000,2218321.774971,47046.000000
