frequency,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
4,328128.811042,22137.000000,328128.811042,22137.000000,328128.811042,22137.000000,328128.811042,22137.000000,328128.811042,22137.000000,328128.811042,22137.000000
16,613314.521346,24907.000000,613314.521346,24907.000000,613314.521346,24907.000000,613314.521346,24907.000000,613314.521346,24907.000000,613314.521346,24907.000000
2,518856.194039,9864.000000,518856.194039,9864.000000,518856.194039,9864.000000,518856.194039,9864.000000,518856.194039,9864.000000,518856.194039,9864.000000
64,966158.456317,19915.000000,966158.456317,19915.000000,966158.456317,19915.000000,966158.456317,19915.000000,966158.456317,19915.000000,966158.456317,19915.000000
8,384033.077463,27941.000000,384033.077463,27941.000000,384033.077463,27941.000000,384033.077463,27941.000000,384033.077463,27941.000000,384033.077463,27941.000000
8192,1218787.754767,53466.000000,1264065.657722,25488.000000,1264065.657722,25488.000000,1264065.657722,25488.000000,1264065.657722,25488.000000,1212254.472252,62243.000000
128,1147990.646791,20626.000000,1147990.646791,20626.000000,1147990.646791,20626.000000,1147990.646791,20626.000000,1147990.646791,20626.000000,1147990.646791,20626.000000
2048,1551476.821332,27268.000000,1551476.821332,27268.000000,1551476.821332,27268.000000,1551476.821332,27268.000000,1551476.821332,27268.000000,1551476.821332,27268.000000
512,1256913.816547,49939.000000,1281501.943721,20381.000000,1281501.943721,20381.000000,1281501.943721,20381.000000,1281501.943721,20381.000000,1281501.943721,20381.000000
32,1046209.019624,22721.000000,1046209.019624,22721.000000,1046209.019624,22721.000000,1046209.019624,22721.000000,1046209.019624,22721.000000,1046209.019624,22721.000000
32768,1024951.244887,23710.000000,1024951.244887,23710.000000,1024951.244887,23710.000000,1024951.244887,23710.000000,1024951.244887,23710.000000,1024951.244887,23710.000000
16384,2153491.920615,40522.000000,2181866.378506,37251.000000,2181866.378506,37251.000000,2181866.378506,37251.000000,2161146.636874,80012.000000,2153491.920615,40522.000000
4096,1674777.680304,27988.000000,1674777.680304,27988.000000,1674777.680304,27988.000000,1674777.680304,27988.000000,1674777.680304,27988.000000,1634410.950427,76218.000000
256,1489489.113495,61780.000000,1538612.299785,25244.000000,1538612.299785,25244.000000,1538612.299785,25244.000000,1538612.299785,25244.000000,1538612.299785,25244.000000
1024,1478696.560364,109680.000000,1520392.198681,26393.000000,1520392.198681,26393.000000,1520392.198681,26393.000000,1520392.198681,26393.000000,1478838.555233,61225.000000
65536,3041292.088196,179469.000000,3110346.135471,52030.000000,3110346.135471,52030.000000,2964733.207285,61619.000000,3119779.885164,156355.000000,3041292.088196,179469.000000
