frequency,Dynamic_BAL_njobs25_mode0_L2_norm_flow_time,Dynamic_BAL_njobs25_mode0_maximum_flow_time,Dynamic_BAL_njobs25_mode1_L2_norm_flow_time,Dynamic_BAL_njobs25_mode1_maximum_flow_time,Dynamic_BAL_njobs25_mode2_L2_norm_flow_time,Dynamic_BAL_njobs25_mode2_maximum_flow_time,Dynamic_BAL_njobs25_mode4_L2_norm_flow_time,Dynamic_BAL_njobs25_mode4_maximum_flow_time,Dynamic_BAL_njobs25_mode8_L2_norm_flow_time,Dynamic_BAL_njobs25_mode8_maximum_flow_time,Dynamic_BAL_njobs25_mode16_L2_norm_flow_time,Dynamic_BAL_njobs25_mode16_maximum_flow_time
2,253214.654785,5247.000000,251749.107722,7338.000000,252699.003718,5247.000000,253193.831838,5247.000000,253214.654785,5247.000000,253214.654785,5247.000000
4,444502.223598,8582.000000,439754.619972,12829.000000,442664.898067,10761.000000,442723.349748,8582.000000,444502.223598,8582.000000,444502.223598,8582.000000
8,475408.359976,8028.000000,470580.644663,9868.000000,469456.567597,8601.000000,474914.475259,8028.000000,475408.359976,8028.000000,475408.359976,8028.000000
16,682830.429712,11945.000000,672480.390714,15664.000000,670006.202591,12839.000000,682742.763981,11945.000000,682830.429712,11945.000000,682830.429712,11945.000000
4096,751616.336865,19123.000000,734670.996351,19123.000000,743876.212578,19123.000000,750655.487244,19123.000000,751538.292326,19123.000000,751616.336865,19123.000000
32,882422.924506,17114.000000,860616.650039,17180.000000,873904.311171,17124.000000,882422.924506,17114.000000,882422.924506,17114.000000,882422.924506,17114.000000
8192,676150.363366,11000.000000,666321.070962,16965.000000,661469.854287,12021.000000,676021.327457,11000.000000,676016.739109,11000.000000,676150.363366,11000.000000
2048,1021259.217538,15728.000000,980881.595467,19269.000000,998516.414287,15728.000000,1017376.049996,15728.000000,1021259.217538,15728.000000,1021259.217538,15728.000000
256,1074015.388573,17026.000000,1043119.057556,18902.000000,1062302.885804,17167.000000,1072486.337871,17026.000000,1074015.388573,17026.000000,1074015.388573,17026.000000
1024,1219781.851697,18076.000000,1172509.151812,22866.000000,1193510.583237,22430.000000,1213369.033888,19354.000000,1219781.851697,18076.000000,1219781.851697,18076.000000
32768,1571071.501459,41130.000000,1511917.487363,41131.000000,1540441.409542,41130.000000,1562543.065569,41130.000000,1571071.458278,41130.000000,1571071.501459,41130.000000
64,1282449.958125,20830.000000,1239811.818478,22755.000000,1260267.010515,20830.000000,1279640.585515,20830.000000,1281637.735537,20830.000000,1282449.958125,20830.000000
512,1486476.046494,25758.000000,1430254.393127,27751.000000,1458132.144475,25758.000000,1484097.597145,25758.000000,1486476.046494,25758.000000,1486476.046494,25758.000000
128,843116.121734,15291.000000,823501.851242,16181.000000,831921.453569,15482.000000,842134.688614,15291.000000,843116.121734,15291.000000,843116.121734,15291.000000
16384,1214500.328787,78588.000000,1186201.821896,29582.000000,1200068.997533,28555.000000,1232144.728781,26221.000000,1238010.269849,26214.000000,1248100.438638,23278.000000
65536,2967435.905665,63008.000000,2899058.997610,63008.000000,2906726.867799,63008.000000,2961196.354760,63008.000000,2967435.905665,63008.000000,2967435.905665,63008.000000
