frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
16,426845.254769,8896.000000,424650.771886,8896.000000,426845.254769,8896.000000,426845.254769,8896.000000,426845.254769,8896.000000,426845.254769,8896.000000
8,534611.633910,9753.000000,532102.221179,9753.000000,534614.602227,9753.000000,534611.633910,9753.000000,534611.633910,9753.000000,534611.633910,9753.000000
4,652303.732267,10915.000000,647453.527245,11455.000000,652303.732267,10915.000000,652303.732267,10915.000000,652303.732267,10915.000000,652303.732267,10915.000000
256,966733.179964,19356.000000,955178.817916,21174.000000,966179.359149,19356.000000,966733.179964,19356.000000,966733.179964,19356.000000,966733.179964,19356.000000
2,609088.073920,8813.000000,605501.137142,10464.000000,609088.073920,8813.000000,609088.073920,8813.000000,609088.073920,8813.000000,609088.073920,8813.000000
512,868551.496358,17734.000000,858780.982820,17734.000000,868282.249445,17734.000000,868551.496358,17734.000000,868551.496358,17734.000000,868551.496358,17734.000000
32,972313.195080,15141.000000,968448.675859,15141.000000,972313.195080,15141.000000,972313.195080,15141.000000,972313.195080,15141.000000,972313.195080,15141.000000
128,1206892.633693,21058.000000,1187578.622016,21640.000000,1206650.953800,21058.000000,1206892.633693,21058.000000,1206892.633693,21058.000000,1206892.633693,21058.000000
64,1028313.059500,17095.000000,1023284.773032,17095.000000,1028313.059500,17095.000000,1028313.059500,17095.000000,1028313.059500,17095.000000,1028313.059500,17095.000000
8192,1366339.964614,27866.000000,1336135.309729,32151.000000,1362059.082188,27866.000000,1366339.964614,27866.000000,1366339.964614,27866.000000,1366339.964614,27866.000000
1024,946778.358768,14259.000000,931880.326240,15628.000000,946778.358768,14259.000000,946778.358768,14259.000000,946778.358768,14259.000000,946778.358768,14259.000000
4096,1176025.592577,19727.000000,1166047.863816,19727.000000,1176025.592577,19727.000000,1176025.592577,19727.000000,1176025.592577,19727.000000,1176025.592577,19727.000000
16384,1252642.755086,19292.000000,1217398.625371,25994.000000,1244471.783796,22530.000000,1252642.755086,19292.000000,1252642.755086,19292.000000,1252642.755086,19292.000000
32768,1585268.545575,30267.000000,1535817.620964,31636.000000,1572971.753590,30523.000000,1584200.656138,30267.000000,1585268.545575,30267.000000,1585268.545575,30267.000000
2048,1283354.017101,20984.000000,1269512.952437,20984.000000,1275643.147094,20984.000000,1283354.017101,20984.000000,1283354.017101,20984.000000,1283354.017101,20984.000000
65536,4727345.724392,75484.000000,4680072.102446,75503.000000,4727345.724392,75484.000000,4727345.724392,75484.000000,4727345.724392,75484.000000,4727345.724392,75484.000000
