frequency,Dynamic_BAL_njobs200_mode0_L2_norm_flow_time,Dynamic_BAL_njobs200_mode0_maximum_flow_time,Dynamic_BAL_njobs200_mode1_L2_norm_flow_time,Dynamic_BAL_njobs200_mode1_maximum_flow_time,Dynamic_BAL_njobs200_mode2_L2_norm_flow_time,Dynamic_BAL_njobs200_mode2_maximum_flow_time,Dynamic_BAL_njobs200_mode4_L2_norm_flow_time,Dynamic_BAL_njobs200_mode4_maximum_flow_time,Dynamic_BAL_njobs200_mode8_L2_norm_flow_time,Dynamic_BAL_njobs200_mode8_maximum_flow_time,Dynamic_BAL_njobs200_mode16_L2_norm_flow_time,Dynamic_BAL_njobs200_mode16_maximum_flow_time
2,229770.055760,8302.000000,229770.055760,8302.000000,229770.055760,8302.000000,229770.055760,8302.000000,229770.055760,8302.000000,229770.055760,8302.000000
256,802843.886039,14496.000000,802843.886039,14496.000000,802843.886039,14496.000000,802843.886039,14496.000000,802843.886039,14496.000000,802843.886039,14496.000000
2048,775213.887628,17405.000000,775213.887628,17405.000000,775213.887628,17405.000000,775213.887628,17405.000000,775213.887628,17405.000000,775213.887628,17405.000000
8192,560492.447079,14131.000000,560910.776637,14131.000000,560492.447079,14131.000000,560492.447079,14131.000000,560492.447079,14131.000000,560492.447079,14131.000000
4,535225.293753,9291.000000,535225.293753,9291.000000,535225.293753,9291.000000,535225.293753,9291.000000,535225.293753,9291.000000,535225.293753,9291.000000
8,603623.980712,9860.000000,603623.980712,9860.000000,603623.980712,9860.000000,603623.980712,9860.000000,603623.980712,9860.000000,603623.980712,9860.000000
4096,883931.979728,15457.000000,880486.006062,15457.000000,883931.979728,15457.000000,883931.979728,15457.000000,883931.979728,15457.000000,883931.979728,15457.000000
128,878990.941439,14975.000000,878990.941439,14975.000000,878990.941439,14975.000000,878990.941439,14975.000000,878990.941439,14975.000000,878990.941439,14975.000000
16,972777.717205,17036.000000,972777.717205,17036.000000,972777.717205,17036.000000,972777.717205,17036.000000,972777.717205,17036.000000,972777.717205,17036.000000
16384,852152.080186,17594.000000,852152.080186,17594.000000,852152.080186,17594.000000,852152.080186,17594.000000,852152.080186,17594.000000,852152.080186,17594.000000
64,1115732.872977,19004.000000,1115732.872977,19004.000000,1115732.872977,19004.000000,1115732.872977,19004.000000,1115732.872977,19004.000000,1115732.872977,19004.000000
65536,1035291.051071,16765.000000,1035291.051071,16765.000000,1035291.051071,16765.000000,1035291.051071,16765.000000,1035291.051071,16765.000000,1035291.051071,16765.000000
32768,1232154.310150,61623.000000,1278906.699390,24577.000000,1281751.314902,24577.000000,1281751.314902,24577.000000,1281751.314902,24577.000000,1203043.761508,86146.000000
32,1185190.241496,20756.000000,1185190.241496,20756.000000,1185190.241496,20756.000000,1185190.241496,20756.000000,1185190.241496,20756.000000,1185190.241496,20756.000000
512,1311035.283049,63240.000000,1342508.733922,21925.000000,1342508.733922,21925.000000,1342508.733922,21925.000000,1342508.733922,21925.000000,1342508.733922,21925.000000
1024,1945002.997096,72426.000000,1985659.052304,33270.000000,1985659.052304,33270.000000,1985659.052304,33270.000000,1985659.052304,33270.000000,1985659.052304,33270.000000
