frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
2,306014.017658,306014.017658,306014.017658,306014.017658,306014.017658,306014.017658
8,578675.967325,578675.967325,578675.967325,578675.967325,578675.967325,578675.967325
256,516882.847910,516882.847910,516882.847910,516882.847910,516882.847910,516882.847910
4,634464.303099,634291.824095,634291.824095,634291.824095,634464.303099,634291.824095
16384,671479.707575,671781.009033,671781.009033,671781.009033,671781.009033,671781.009033
32,830109.491258,830109.491258,830109.491258,830109.491258,830109.491258,830109.491258
64,925476.253938,925476.253938,925476.253938,925476.253938,925476.253938,925476.253938
128,1064614.836717,1064614.836717,1064614.836717,1064614.836717,1064614.836717,1064614.836717
1024,946275.641402,946275.641402,946275.641402,946275.641402,946275.641402,946275.641402
4096,1357867.539379,1360131.391734,1360131.391734,1360131.391734,1360131.391734,1360131.391734
16,1168905.691091,1168905.691091,1168905.691091,1168905.691091,1168905.691091,1168905.691091
512,1321457.695610,1329201.736957,1329201.736957,1329201.736957,1329201.736957,1329201.736957
2048,1324036.484333,1327271.521272,1327271.521272,1327271.521272,1327271.521272,1327271.521272
8192,1384615.182554,1392064.947869,1392064.947869,1392064.947869,1392064.947869,1363777.074483
32768,3020725.576987,3083653.201571,3098400.675659,3098400.675659,3098400.675659,3073220.149484
65536,3553713.877086,3553713.877086,3553713.877086,3553713.877086,3553713.877086,3553713.877086
