frequency,Dynamic_BAL_njobs200_mode0_L2_norm_flow_time,Dynamic_BAL_njobs200_mode0_maximum_flow_time,Dynamic_BAL_njobs200_mode1_L2_norm_flow_time,Dynamic_BAL_njobs200_mode1_maximum_flow_time,Dynamic_BAL_njobs200_mode2_L2_norm_flow_time,Dynamic_BAL_njobs200_mode2_maximum_flow_time,Dynamic_BAL_njobs200_mode4_L2_norm_flow_time,Dynamic_BAL_njobs200_mode4_maximum_flow_time,Dynamic_BAL_njobs200_mode8_L2_norm_flow_time,Dynamic_BAL_njobs200_mode8_maximum_flow_time,Dynamic_BAL_njobs200_mode16_L2_norm_flow_time,Dynamic_BAL_njobs200_mode16_maximum_flow_time
512,1212047.721490,20871.000000,1212047.721490,20871.000000,1212047.721490,20871.000000,1212047.721490,20871.000000,1212047.721490,20871.000000,1212047.721490,20871.000000
2,279133.946452,5902.000000,279133.946452,5902.000000,279133.946452,5902.000000,279133.946452,5902.000000,279133.946452,5902.000000,279133.946452,5902.000000
64,796861.600338,12268.000000,792470.591030,16447.000000,796861.600338,12268.000000,796861.600338,12268.000000,796861.600338,12268.000000,796861.600338,12268.000000
8192,506031.283072,9890.000000,506031.283072,9890.000000,506031.283072,9890.000000,506031.283072,9890.000000,506031.283072,9890.000000,506031.283072,9890.000000
16,673297.702337,10262.000000,673297.702337,10262.000000,673297.702337,10262.000000,673297.702337,10262.000000,673297.702337,10262.000000,673297.702337,10262.000000
8,843870.283490,13495.000000,843870.283490,13495.000000,843870.283490,13495.000000,843870.283490,13495.000000,843870.283490,13495.000000,843870.283490,13495.000000
2048,1042105.203648,17079.000000,1040299.892134,17079.000000,1042105.203648,17079.000000,1042105.203648,17079.000000,1042105.203648,17079.000000,1042105.203648,17079.000000
4,719326.820021,10897.000000,719326.820021,10897.000000,719326.820021,10897.000000,719326.820021,10897.000000,719326.820021,10897.000000,719326.820021,10897.000000
128,1206159.348306,19870.000000,1206159.348306,19870.000000,1206159.348306,19870.000000,1206159.348306,19870.000000,1206159.348306,19870.000000,1206159.348306,19870.000000
256,1283220.873982,55210.000000,1311391.557946,21919.000000,1311391.557946,21919.000000,1311391.557946,21919.000000,1311391.557946,21919.000000,1311391.557946,21919.000000
1024,1329421.695184,37998.000000,1344628.212936,20694.000000,1344628.212936,20694.000000,1344628.212936,20694.000000,1344628.212936,20694.000000,1344628.212936,20694.000000
32,777970.902384,13350.000000,777970.902384,13350.000000,777970.902384,13350.000000,777970.902384,13350.000000,777970.902384,13350.000000,777970.902384,13350.000000
65536,2306283.193265,47680.000000,2343712.886348,42678.000000,2343712.886348,42678.000000,2343712.886348,42678.000000,2343712.886348,42678.000000,2325501.166327,79638.000000
16384,1537371.086308,90084.000000,1608855.493547,24449.000000,1608855.493547,24449.000000,1608855.493547,24449.000000,1608855.493547,24449.000000,1608855.493547,24449.000000
4096,1414746.294408,26536.000000,1414746.294408,26536.000000,1414746.294408,26536.000000,1414746.294408,26536.000000,1414746.294408,26536.000000,1414746.294408,26536.000000
32768,2130402.844582,60015.000000,2179205.183781,32691.000000,2179205.183781,32691.000000,2179205.183781,32691.000000,2179205.183781,32691.000000,2147103.541247,38930.000000
