frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,396654.406206,230192.000000,0.000000
4,251842.797008,139203.000000,0.000000
8,522680.116123,235274.000000,0.000000
16,155038.010630,123223.000000,0.000000
32,189386.825204,106367.000000,0.000000
64,663307.178735,291715.000000,0.000000
128,143803.962967,47655.000000,0.000000
256,129071.676618,56002.000000,0.000000
512,360992.664129,109736.000000,0.000000
1024,671932.434850,180215.000000,0.000000
2048,686384.482918,241569.000000,0.000000
4096,195815.595148,49117.000000,0.000000
8192,216203.136141,59202.000000,0.000000
16384,498564.275668,134228.000000,0.000000
32768,297193.649372,31462.000000,0.000000
65536,709623.531774,254192.000000,0.000000
