frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,294880.187900,198464.000000,0.000000
4,294988.124308,252650.000000,0.000000
8,371552.253277,227312.000000,0.000000
16,392452.285258,146567.000000,0.000000
32,274162.085511,118514.000000,0.000000
64,319586.351586,204100.000000,0.000000
128,404601.764425,231602.000000,0.000000
256,408474.290717,162325.000000,0.000000
512,612718.310404,215040.000000,0.000000
1024,399703.103793,233093.000000,0.000000
2048,181589.727419,60510.000000,0.000000
4096,331013.889254,98333.000000,0.000000
8192,583277.250793,174894.000000,0.000000
16384,378858.839865,136604.000000,0.000000
32768,845791.167123,106459.000000,0.000000
65536,773934.958040,279523.000000,0.000000
