frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,252974.626840,184576.000000,0.000000
4,200825.383552,90320.000000,0.000000
8,74888.904272,21767.000000,0.000000
16,407351.931025,202848.000000,0.000000
32,116454.257921,46685.000000,0.000000
64,296368.892914,144262.000000,0.000000
128,299045.488623,99037.000000,0.000000
256,135989.002526,65833.000000,0.000000
512,212346.448310,86403.000000,0.000000
1024,290557.174353,152286.000000,0.000000
2048,479331.192162,291199.000000,0.000000
4096,375654.718473,128712.000000,0.000000
8192,585755.813657,321012.000000,0.000000
16384,474704.503330,196066.000000,0.000000
32768,753487.423827,199098.000000,0.000000
65536,1164658.988053,234400.000000,0.000000
