frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,134150.940433,65400.000000,0.000000
4,184276.276504,89196.000000,0.000000
8,383889.992585,220850.000000,0.000000
16,240024.499583,117335.000000,0.000000
32,105454.480000,36876.000000,0.000000
64,131918.651066,55684.000000,0.000000
128,705997.864196,252451.000000,0.000000
256,268389.170823,110727.000000,0.000000
512,232594.692160,116457.000000,0.000000
1024,452598.259938,185051.000000,0.000000
2048,551987.555409,135379.000000,0.000000
4096,584441.995740,239272.000000,0.000000
8192,1134561.857176,228402.000000,0.000000
16384,415627.768875,66934.000000,0.000000
32768,1311437.071878,243914.000000,0.000000
65536,155251.889805,79086.000000,0.000000
