frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,117587.663443,45637.000000,0.000000
4,100819.549260,32137.000000,0.000000
8,385818.556487,215553.000000,0.000000
16,503513.853352,429900.000000,0.000000
32,150782.262684,117734.000000,0.000000
64,399066.508814,173033.000000,0.000000
128,177465.323748,77286.000000,0.000000
256,463491.319330,166205.000000,0.000000
512,506079.311348,248395.000000,0.000000
1024,270474.910397,129721.000000,0.000000
2048,323406.671854,93306.000000,0.000000
4096,195888.801985,44215.000000,0.000000
8192,339261.202354,83614.000000,0.000000
16384,468566.513594,133192.000000,0.000000
32768,776995.091247,215796.000000,0.000000
65536,3696765.755566,190380.000000,0.000000
