frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,606419.772658,324178.000000,0.000000
4,224530.517491,167620.000000,0.000000
8,354060.480202,136689.000000,0.000000
16,265295.229294,148401.000000,0.000000
32,213358.617344,97188.000000,0.000000
64,385532.759280,246883.000000,0.000000
128,281422.532865,104140.000000,0.000000
256,339250.006852,215183.000000,0.000000
512,219209.948061,84824.000000,0.000000
1024,392095.000556,140730.000000,0.000000
2048,484528.266533,255892.000000,0.000000
4096,191689.462084,60444.000000,0.000000
8192,973898.388757,334136.000000,0.000000
16384,431401.048877,77475.000000,0.000000
32768,1048012.359030,158062.000000,0.000000
65536,671362.321044,247019.000000,0.000000
