arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
20.00,4.64,32768.00,0.25,99.75,400
22.00,30.00,12.00,99.75,0.25,400
22.00,16.77,64.00,99.00,1.00,400
20.00,30.00,12.00,99.50,0.50,400
22.00,5.65,4096.00,0.25,99.75,400
20.00,30.00,18.00,77.00,23.00,400
22.00,30.00,6.00,99.75,0.25,400
22.00,30.00,9.00,99.75,0.25,400
24.00,30.00,18.00,95.00,5.00,400
22.00,4.64,32768.00,0.00,100.00,400
20.00,30.00,6.00,99.75,0.25,400
20.00,30.00,15.00,94.00,6.00,400
24.00,7.92,512.00,2.25,97.75,400
32.00,16.77,64.00,99.25,0.75,400
28.00,30.00,15.00,97.50,2.50,400
26.00,5.65,4096.00,0.25,99.75,400
40.00,30.00,9.00,99.25,0.75,400
36.00,30.00,9.00,99.75,0.25,400
22.00,4.07,262144.00,0.50,99.50,400
34.00,30.00,15.00,94.25,5.75,400
34.00,30.00,18.00,87.00,13.00,400
34.00,16.77,64.00,98.00,2.00,400
30.00,4.64,32768.00,0.00,100.00,400
20.00,4.07,262144.00,0.25,99.75,400
30.00,30.00,18.00,94.50,5.50,400
32.00,4.07,262144.00,0.50,99.50,400
40.00,30.00,12.00,93.50,6.50,400
30.00,30.00,6.00,99.75,0.25,400
38.00,16.77,64.00,94.50,5.50,400
24.00,5.65,4096.00,0.00,100.00,400
30.00,30.00,12.00,98.75,1.25,400
30.00,30.00,15.00,98.00,2.00,400
28.00,7.92,512.00,0.50,99.50,400
26.00,4.64,32768.00,0.00,100.00,400
32.00,30.00,6.00,99.75,0.25,400
38.00,30.00,9.00,99.75,0.25,400
32.00,30.00,18.00,91.75,8.25,400
24.00,4.07,262144.00,0.00,100.00,400
28.00,30.00,18.00,95.75,4.25,400
26.00,30.00,9.00,99.75,0.25,400
32.00,5.65,4096.00,0.25,99.75,400
24.00,4.64,32768.00,0.25,99.75,400
26.00,30.00,12.00,99.75,0.25,400
24.00,16.77,64.00,99.75,0.25,400
24.00,30.00,9.00,99.75,0.25,400
28.00,5.65,4096.00,0.00,100.00,400
28.00,30.00,6.00,99.75,0.25,400
30.00,16.77,64.00,99.25,0.75,400
22.00,30.00,15.00,96.50,3.50,400
28.00,4.07,262144.00,0.00,100.00,400
38.00,30.00,18.00,74.25,25.75,400
38.00,30.00,12.00,97.00,3.00,400
20.00,7.92,512.00,1.25,98.75,400
32.00,7.92,512.00,0.25,99.75,400
22.00,30.00,18.00,86.00,14.00,400
34.00,4.07,262144.00,0.75,99.25,400
20.00,16.77,64.00,97.00,3.00,400
30.00,4.07,262144.00,1.00,99.00,400
28.00,16.77,64.00,99.00,1.00,400
26.00,30.00,15.00,99.50,0.50,400
36.00,30.00,18.00,84.75,15.25,400
26.00,7.92,512.00,0.50,99.50,400
38.00,30.00,15.00,88.50,11.50,400
22.00,7.92,512.00,0.25,99.75,400
24.00,30.00,12.00,99.75,0.25,400
40.00,30.00,15.00,87.75,12.25,400
20.00,30.00,9.00,99.75,0.25,400
34.00,30.00,6.00,99.75,0.25,400
36.00,30.00,6.00,99.75,0.25,400
34.00,30.00,12.00,99.50,0.50,400
38.00,30.00,6.00,99.50,0.50,400
34.00,7.92,512.00,1.00,99.00,400
32.00,30.00,15.00,94.25,5.75,400
36.00,30.00,12.00,97.00,3.00,400
36.00,4.07,262144.00,0.75,99.25,400
26.00,30.00,6.00,99.75,0.25,400
30.00,7.92,512.00,2.25,97.75,400
32.00,30.00,9.00,99.75,0.25,400
28.00,30.00,12.00,99.50,0.50,400
20.00,5.65,4096.00,0.75,99.25,400
30.00,30.00,9.00,99.75,0.25,400
24.00,30.00,6.00,99.75,0.25,400
24.00,30.00,15.00,96.50,3.50,400
40.00,5.65,4096.00,0.25,99.75,400
26.00,30.00,18.00,97.75,2.25,400
26.00,16.77,64.00,99.50,0.50,400
32.00,30.00,12.00,99.75,0.25,400
34.00,30.00,9.00,99.75,0.25,400
36.00,7.92,512.00,1.25,98.75,400
40.00,4.64,32768.00,0.25,99.75,400
34.00,4.64,32768.00,0.25,99.75,400
36.00,5.65,4096.00,0.25,99.75,400
28.00,4.64,32768.00,0.00,100.00,400
40.00,30.00,6.00,99.75,0.25,400
40.00,16.77,64.00,96.50,3.50,400
40.00,30.00,18.00,69.00,31.00,400
38.00,7.92,512.00,0.50,99.50,400
28.00,30.00,9.00,99.75,0.25,400
38.00,5.65,4096.00,0.00,100.00,400
32.00,4.64,32768.00,0.00,100.00,400
36.00,16.77,64.00,97.50,2.50,400
30.00,5.65,4096.00,1.00,99.00,400
36.00,4.64,32768.00,0.25,99.75,400
40.00,7.92,512.00,0.00,100.00,400
38.00,4.07,262144.00,0.75,99.25,400
36.00,30.00,15.00,89.00,11.00,400
26.00,4.07,262144.00,1.25,98.75,400
34.00,5.65,4096.00,0.00,100.00,400
38.00,4.64,32768.00,1.50,98.50,400
40.00,4.07,262144.00,0.50,99.50,400
