Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
40,4.073000,262144.000000,234015.830415,176852.000000
40,4.639000,32768.000000,249871.223371,165713.000000
40,5.649000,4096.000000,51028.824129,18804.000000
40,7.918000,512.000000,34234.794669,7586.000000
40,16.772000,64.000000,31284.120429,5188.000000
40,30.000000,6.000000,26927.453166,2250.000000
40,30.000000,9.000000,26953.456773,2613.000000
40,30.000000,12.000000,28842.056428,3721.000000
40,30.000000,15.000000,34087.254554,4643.000000
40,30.000000,18.000000,29119.055685,3752.000000
