Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
22,4.073000,262144.000000,503229.699307,237784.000000
22,4.639000,32768.000000,1483394.804567,311721.000000
22,5.649000,4096.000000,2802416.491446,320070.000000
22,7.918000,512.000000,5368391.694245,299402.000000
22,16.772000,64.000000,12801281.778304,304005.000000
22,30.000000,6.000000,13881367.777059,305194.000000
22,30.000000,9.000000,13325990.451927,302828.000000
22,30.000000,12.000000,12799615.263765,304355.000000
22,30.000000,15.000000,12307264.445351,302895.000000
22,30.000000,18.000000,11636447.974692,304575.000000
