Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
36,4.073000,262144.000000,93762.468467,48969.000000
36,4.639000,32768.000000,43794.843932,25869.000000
36,5.649000,4096.000000,46487.220201,15640.000000
36,7.918000,512.000000,60023.066408,18038.000000
36,16.772000,64.000000,57602.931089,6212.000000
36,30.000000,6.000000,74844.337495,6013.000000
36,30.000000,9.000000,64299.545916,5821.000000
36,30.000000,12.000000,54162.824105,4743.000000
36,30.000000,15.000000,50180.108509,7585.000000
36,30.000000,18.000000,61552.068089,8117.000000
