Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
38,4.073000,262144.000000,71035.910060,46283.000000
38,4.639000,32768.000000,133263.788349,112979.000000
38,5.649000,4096.000000,71481.461205,32592.000000
38,7.918000,512.000000,44538.038776,11018.000000
38,16.772000,64.000000,40119.156085,4201.000000
38,30.000000,6.000000,38311.712674,3949.000000
38,30.000000,9.000000,44862.481452,4632.000000
38,30.000000,12.000000,60704.527970,10197.000000
38,30.000000,15.000000,39967.706614,5039.000000
38,30.000000,18.000000,44373.053839,4934.000000
