Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
30,4.073000,262144.000000,100896.952803,70616.000000
30,4.639000,32768.000000,93710.575076,50483.000000
30,5.649000,4096.000000,465334.992897,174172.000000
30,7.918000,512.000000,902173.197879,194530.000000
30,16.772000,64.000000,4236784.316133,289491.000000
30,30.000000,6.000000,6156012.879058,287684.000000
30,30.000000,9.000000,6337658.466522,304348.000000
30,30.000000,12.000000,3944492.382740,248500.000000
30,30.000000,15.000000,5865155.246542,307625.000000
30,30.000000,18.000000,4474239.832020,283666.000000
