Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
36,4.073000,262144.000000,101201.902541,43991.000000
36,4.639000,32768.000000,205232.295195,133913.000000
36,5.649000,4096.000000,129179.388867,71015.000000
36,7.918000,512.000000,44894.511480,10282.000000
36,16.772000,64.000000,47337.901284,4326.000000
36,30.000000,6.000000,52418.668058,6325.000000
36,30.000000,9.000000,60392.162422,6777.000000
36,30.000000,12.000000,58017.261638,7139.000000
36,30.000000,15.000000,70353.190624,8526.000000
36,30.000000,18.000000,87355.576679,9906.000000
