Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
22,4.073000,262144.000000,681161.019710,255725.000000
22,4.639000,32768.000000,1876374.583897,312363.000000
22,5.649000,4096.000000,2975747.798220,306537.000000
22,7.918000,512.000000,5669357.073518,312103.000000
22,16.772000,64.000000,12404847.261330,302805.000000
22,30.000000,6.000000,13644202.828524,304069.000000
22,30.000000,9.000000,13542199.277357,305841.000000
22,30.000000,12.000000,12724426.749897,303966.000000
22,30.000000,15.000000,12640832.031190,305258.000000
22,30.000000,18.000000,12103747.450845,307584.000000
