Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
32,4.073000,262144.000000,106444.543651,71550.000000
32,4.639000,32768.000000,389192.069362,277433.000000
32,5.649000,4096.000000,363446.779603,205038.000000
32,7.918000,512.000000,126639.270761,32608.000000
32,16.772000,64.000000,253710.848323,35892.000000
32,30.000000,6.000000,241051.546180,27735.000000
32,30.000000,9.000000,388414.683919,36686.000000
32,30.000000,12.000000,560904.047311,51611.000000
32,30.000000,15.000000,236452.167152,33017.000000
32,30.000000,18.000000,388393.450604,50505.000000
