Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
28,4.073000,262144.000000,189228.564485,152782.000000
28,4.639000,32768.000000,444504.441043,215781.000000
28,5.649000,4096.000000,901293.945585,288846.000000
28,7.918000,512.000000,2501914.161341,301478.000000
28,16.772000,64.000000,7007943.668612,303273.000000
28,30.000000,6.000000,9463521.130797,301672.000000
28,30.000000,9.000000,8738665.796156,302583.000000
28,30.000000,12.000000,8731518.674469,305201.000000
28,30.000000,15.000000,7280877.019161,294879.000000
28,30.000000,18.000000,7470487.139838,306679.000000
