Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
28,4.073000,262144.000000,104185.970226,76795.000000
28,4.639000,32768.000000,141760.554221,85980.000000
28,5.649000,4096.000000,1225938.096533,314308.000000
28,7.918000,512.000000,2579215.620056,292465.000000
28,16.772000,64.000000,8055105.715039,301294.000000
28,30.000000,6.000000,9749926.503406,302097.000000
28,30.000000,9.000000,9241155.398878,303972.000000
28,30.000000,12.000000,9017320.100413,306633.000000
28,30.000000,15.000000,8406319.052421,306736.000000
28,30.000000,18.000000,7792809.197149,303015.000000
