Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
20,4.073000,262144.000000,834340.204771,249111.000000
20,4.639000,32768.000000,2187867.929852,324654.000000
20,5.649000,4096.000000,3693587.330165,329420.000000
20,7.918000,512.000000,6298203.763244,302216.000000
20,16.772000,64.000000,13567812.805080,303150.000000
20,30.000000,6.000000,14490538.269325,304141.000000
20,30.000000,9.000000,14124333.233874,303842.000000
20,30.000000,12.000000,13567969.777565,302478.000000
20,30.000000,15.000000,13239204.043657,306649.000000
20,30.000000,18.000000,12801971.951161,307868.000000
