Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
30,4.073000,262144.000000,316735.056950,244628.000000
30,4.639000,32768.000000,281683.825521,238955.000000
30,5.649000,4096.000000,1055816.860266,321646.000000
30,7.918000,512.000000,538707.000951,111547.000000
30,16.772000,64.000000,2988998.893139,217574.000000
30,30.000000,6.000000,4823322.645300,260601.000000
30,30.000000,9.000000,4355702.560620,266508.000000
30,30.000000,12.000000,4071575.193775,301034.000000
30,30.000000,15.000000,5575237.516429,305631.000000
30,30.000000,18.000000,2330542.105807,182777.000000
