Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
34,4.073000,262144.000000,122336.394818,92086.000000
34,4.639000,32768.000000,71095.327315,28560.000000
34,5.649000,4096.000000,130044.405381,53026.000000
34,7.918000,512.000000,85513.186141,19251.000000
34,16.772000,64.000000,122194.684979,23476.000000
34,30.000000,6.000000,104883.451550,8172.000000
34,30.000000,9.000000,114645.342901,11414.000000
34,30.000000,12.000000,96625.339632,12361.000000
34,30.000000,15.000000,242965.887943,40897.000000
34,30.000000,18.000000,96375.102848,10645.000000
