Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
24,4.073000,262144.000000,241005.744612,170423.000000
24,4.639000,32768.000000,588314.495683,213029.000000
24,5.649000,4096.000000,2157720.693134,315703.000000
24,7.918000,512.000000,4358709.373166,303064.000000
24,16.772000,64.000000,11640267.258682,304037.000000
24,30.000000,6.000000,12676320.478562,304139.000000
24,30.000000,9.000000,11982312.173036,303617.000000
24,30.000000,12.000000,11654649.236989,304160.000000
24,30.000000,15.000000,11071011.212988,302653.000000
24,30.000000,18.000000,11250939.134414,307023.000000
