Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
34,4.073000,262144.000000,296504.259920,274901.000000
34,4.639000,32768.000000,171115.304409,148842.000000
34,5.649000,4096.000000,91278.791052,55032.000000
34,7.918000,512.000000,86428.215028,21546.000000
34,16.772000,64.000000,86543.081959,9160.000000
34,30.000000,6.000000,127529.551662,11278.000000
34,30.000000,9.000000,174319.420834,22959.000000
34,30.000000,12.000000,95283.800617,12132.000000
34,30.000000,15.000000,123472.829538,12731.000000
34,30.000000,18.000000,130960.784310,17362.000000
