Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
22,4.073000,262144.000000,998840.148268,305991.000000
22,4.639000,32768.000000,1411457.975089,295118.000000
22,5.649000,4096.000000,2868174.946212,305818.000000
22,7.918000,512.000000,5820040.175603,308102.000000
22,16.772000,64.000000,12605459.792844,306755.000000
22,30.000000,6.000000,13881278.594991,303959.000000
22,30.000000,9.000000,13408922.527416,303080.000000
22,30.000000,12.000000,12746803.770807,302989.000000
22,30.000000,15.000000,12299761.334897,301957.000000
22,30.000000,18.000000,11996679.288639,307489.000000
