Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
40,4.073000,262144.000000,75876.790569,40302.000000
40,4.639000,32768.000000,108519.911896,87485.000000
40,5.649000,4096.000000,108907.497524,56854.000000
40,7.918000,512.000000,36911.466227,10929.000000
40,16.772000,64.000000,29607.087513,2851.000000
40,30.000000,6.000000,34920.972409,4080.000000
40,30.000000,9.000000,31855.847124,3712.000000
40,30.000000,12.000000,26506.239511,2546.000000
40,30.000000,15.000000,34881.390554,3580.000000
40,30.000000,18.000000,39618.828781,4628.000000
