Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
24,4.073000,262144.000000,426540.578126,208283.000000
24,4.639000,32768.000000,959864.100202,345179.000000
24,5.649000,4096.000000,1821370.137490,291492.000000
24,7.918000,512.000000,4432929.795173,298012.000000
24,16.772000,64.000000,11511719.717916,302335.000000
24,30.000000,6.000000,12850591.731385,304791.000000
24,30.000000,9.000000,11940742.886646,303211.000000
24,30.000000,12.000000,11685062.534474,304148.000000
24,30.000000,15.000000,10719107.205884,303481.000000
24,30.000000,18.000000,10711301.220776,304734.000000
