Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
34,4.073000,262144.000000,138197.183705,129561.000000
34,4.639000,32768.000000,224731.057965,169412.000000
34,5.649000,4096.000000,80553.872502,35162.000000
34,7.918000,512.000000,178398.440315,57201.000000
34,16.772000,64.000000,69248.058110,11450.000000
34,30.000000,6.000000,103225.677881,11416.000000
34,30.000000,9.000000,115426.071869,16980.000000
34,30.000000,12.000000,99355.946199,10220.000000
34,30.000000,15.000000,114321.618354,10542.000000
34,30.000000,18.000000,120487.104837,14115.000000
