Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
28,4.073000,262144.000000,374448.321380,274511.000000
28,4.639000,32768.000000,226048.005833,125822.000000
28,5.649000,4096.000000,1211492.430407,312216.000000
28,7.918000,512.000000,2680170.090895,294756.000000
28,16.772000,64.000000,6630989.268698,301228.000000
28,30.000000,6.000000,9653745.332809,304307.000000
28,30.000000,9.000000,9017861.337417,303976.000000
28,30.000000,12.000000,7438752.003301,300170.000000
28,30.000000,15.000000,9462519.163312,308281.000000
28,30.000000,18.000000,8422495.631122,307771.000000
