Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
40,4.073000,262144.000000,96111.376824,78751.000000
40,4.639000,32768.000000,123307.954054,68857.000000
40,5.649000,4096.000000,74666.319315,24821.000000
40,7.918000,512.000000,54803.102312,16279.000000
40,16.772000,64.000000,32611.697917,3871.000000
40,30.000000,6.000000,29035.659214,3944.000000
40,30.000000,9.000000,36906.659941,5252.000000
40,30.000000,12.000000,28540.882099,2733.000000
40,30.000000,15.000000,27236.454046,2628.000000
40,30.000000,18.000000,34260.265031,4400.000000
