Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
40,4.073000,262144.000000,126657.379244,86743.000000
40,4.639000,32768.000000,90213.439947,50333.000000
40,5.649000,4096.000000,61889.588082,29846.000000
40,7.918000,512.000000,51978.736412,17157.000000
40,16.772000,64.000000,27910.191221,3507.000000
40,30.000000,6.000000,31002.594456,2327.000000
40,30.000000,9.000000,32150.213032,2862.000000
40,30.000000,12.000000,30824.549891,3549.000000
40,30.000000,15.000000,31675.627002,3201.000000
40,30.000000,18.000000,34867.406557,3771.000000
