Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time,SETF_maximum_flow_time
40,4.073000,262144.000000,25532.568888,11802.000000
40,4.639000,32768.000000,50269.221050,25716.000000
40,5.649000,4096.000000,53686.610696,23297.000000
40,7.918000,512.000000,49600.787655,16193.000000
40,16.772000,64.000000,36801.847916,3961.000000
40,30.000000,6.000000,26352.542951,3968.000000
40,30.000000,9.000000,27878.899512,2856.000000
40,30.000000,12.000000,31004.639862,3384.000000
40,30.000000,15.000000,28778.079627,2693.000000
40,30.000000,18.000000,34649.292662,5974.000000
